StartFrame	EndFrame	EndType	Filename	FileSize	Deps	ShowFrames	Duration_sec
4595	4595	none	game_F4595.swf	129498	44	2	0.17
4596	4596	none	game_F4596.swf	129493	44	2	0.17
4597	4597	none	game_F4597.swf	129048	40	2	0.17
4598	4598	none	game_F4598.swf	120455	44	2	0.17
4599	4599	none	game_F4599.swf	29425	19	2	0.17
4600	4600	none	game_F4600.swf	38026	5	2	0.17
4601	4601	none	game_F4601.swf	138837	47	2	0.17
4602	4602	none	game_F4602.swf	138037	46	2	0.17
4603	4603	none	game_F4603.swf	138737	45	2	0.17
4604	4604	none	game_F4604.swf	138715	45	2	0.17
4605	4605	none	game_F4605.swf	138821	47	2	0.17
4606	4606	none	game_F4606.swf	138825	47	2	0.17
4607	4607	none	game_F4607.swf	138773	47	2	0.17
4608	4608	none	game_F4608.swf	137614	41	2	0.17
4609	4609	none	game_F4609.swf	138057	47	2	0.17
4610	4610	none	game_F4610.swf	36395	17	2	0.17
4611	4611	none	game_F4611.swf	136516	55	2	0.17
4612	4612	none	game_F4612.swf	136245	53	2	0.17
4613	4613	none	game_F4613.swf	136351	55	2	0.17
4614	4614	none	game_F4614.swf	129367	46	2	0.17
4615	4615	none	game_F4615.swf	129261	44	2	0.17
4616	4616	none	game_F4616.swf	129371	46	2	0.17
4617	4619	none	game_F4617.swf	138067	45	4	0.33
4620	4620	none	game_F4620.swf	128529	44	2	0.17
4621	4624	none	game_F4621.swf	128613	46	5	0.42
4625	4625	none	game_F4625.swf	122522	50	2	0.17
4626	4626	none	game_F4626.swf	120437	45	2	0.17
4627	4627	none	game_F4627.swf	127234	59	2	0.17
4628	4629	none	game_F4628.swf	126949	57	3	0.25
4630	4630	none	game_F4630.swf	123545	46	2	0.17
4631	4631	none	game_F4631.swf	123457	44	2	0.17
4632	4632	none	game_F4632.swf	117127	46	2	0.17
4633	4633	none	game_F4633.swf	117017	44	2	0.17
4634	4634	none	game_F4634.swf	117960	44	2	0.17
4635	4635	none	game_F4635.swf	117123	46	2	0.17
4636	4636	none	game_F4636.swf	118428	50	2	0.17
4637	4638	none	game_F4637.swf	118743	51	3	0.25
4639	4639	none	game_F4639.swf	118321	48	2	0.17
4640	4640	none	game_F4640.swf	24150	17	2	0.17
4641	4641	none	game_F4641.swf	117039	44	2	0.17
4642	4642	none	game_F4642.swf	115916	40	2	0.17
4643	4643	none	game_F4643.swf	117139	46	2	0.17
4644	4644	none	game_F4644.swf	118263	48	2	0.17
4645	4645	none	game_F4645.swf	117108	46	2	0.17
4646	4646	none	game_F4646.swf	117067	46	2	0.17
4647	4647	none	game_F4647.swf	118428	50	2	0.17
4648	4648	none	game_F4648.swf	118316	48	2	0.17
4649	4649	none	game_F4649.swf	116285	44	2	0.17
4650	4650	none	game_F4650.swf	121111	44	2	0.17
4651	4651	none	game_F4651.swf	121217	46	2	0.17
4652	4652	none	game_F4652.swf	121221	46	2	0.17
4653	4653	none	game_F4653.swf	121233	46	2	0.17
4654	4654	none	game_F4654.swf	121392	48	2	0.17
4655	4659	none	game_F4655.swf	121357	48	6	0.50
4660	4660	none	game_F4660.swf	121936	46	2	0.17
4661	4661	none	game_F4661.swf	121884	46	2	0.17
4662	4662	none	game_F4662.swf	121826	44	2	0.17
4663	4663	none	game_F4663.swf	120725	40	2	0.17
4664	4669	none	game_F4664.swf	121108	44	7	0.58
4670	4670	none	game_F4670.swf	124378	44	2	0.17
4671	4679	none	game_F4671.swf	123582	46	10	0.83
4680	4689	none	game_F4680.swf	41390	17	11	0.92
4690	4690	none	game_F4690.swf	116359	46	2	0.17
4691	4691	none	game_F4691.swf	117075	46	2	0.17
4692	4692	none	game_F4692.swf	124157	53	2	0.17
4693	4693	none	game_F4693.swf	123355	55	2	0.17
4694	4694	none	game_F4694.swf	123800	59	2	0.17
4695	4695	none	game_F4695.swf	124602	57	2	0.17
4696	4696	none	game_F4696.swf	124526	57	2	0.17
4697	4697	none	game_F4697.swf	124012	53	2	0.17
4698	4698	none	game_F4698.swf	123612	55	2	0.17
4699	4699	none	game_F4699.swf	124290	55	2	0.17
4700	4700	none	game_F4700.swf	124027	55	2	0.17
4701	4701	none	game_F4701.swf	123870	51	2	0.17
4702	4709	none	game_F4702.swf	116517	46	9	0.75
4710	4710	none	game_F4710.swf	577316	80	2	0.17
4711	4719	none	game_F4711.swf	30189	4	10	0.83
4720	4720	none	game_F4720.swf	35773	17	2	0.17
4721	4721	none	game_F4721.swf	35773	17	2	0.17
4722	4722	none	game_F4722.swf	135862	55	2	0.17
4723	4723	none	game_F4723.swf	136638	53	2	0.17
4724	4724	none	game_F4724.swf	136941	57	2	0.17
4725	4725	none	game_F4725.swf	137002	57	2	0.17
4726	4726	none	game_F4726.swf	35835	17	2	0.17
4727	4727	none	game_F4727.swf	35301	17	2	0.17
4728	4728	none	game_F4728.swf	35302	17	2	0.17
4729	4729	none	game_F4729.swf	35781	17	2	0.17
4730	4730	none	game_F4730.swf	135738	55	2	0.17
4731	4731	none	game_F4731.swf	135746	55	2	0.17
4732	4732	none	game_F4732.swf	35849	17	2	0.17
4733	4733	none	game_F4733.swf	136614	59	2	0.17
4734	4734	none	game_F4734.swf	121968	44	2	0.17
4735	4735	none	game_F4735.swf	129223	55	2	0.17
4736	4736	none	game_F4736.swf	135652	53	2	0.17
4737	4737	none	game_F4737.swf	137055	57	2	0.17
4738	4738	none	game_F4738.swf	135806	55	2	0.17
4739	4739	none	game_F4739.swf	21257	4	2	0.17
4740	4740	none	game_F4740.swf	35978	17	2	0.17
4741	4741	none	game_F4741.swf	91128	20	2	0.17
4742	4742	none	game_F4742.swf	135710	53	2	0.17
4743	4743	none	game_F4743.swf	135604	53	2	0.17
4744	4744	none	game_F4744.swf	135988	55	2	0.17
4745	4745	none	game_F4745.swf	127628	40	2	0.17
4746	4746	none	game_F4746.swf	128779	46	2	0.17
4747	4749	none	game_F4747.swf	128005	44	4	0.33
4750	4750	none	game_F4750.swf	44580	17	2	0.17
4751	4751	none	game_F4751.swf	44592	17	2	0.17
4752	4752	none	game_F4752.swf	44118	17	2	0.17
4753	4753	none	game_F4753.swf	45786	19	2	0.17
4754	4759	none	game_F4754.swf	99959	20	7	0.58
4760	4760	none	game_F4760.swf	130196	38	2	0.17
4761	4761	none	game_F4761.swf	130139	38	2	0.17
4762	4762	none	game_F4762.swf	116716	37	2	0.17
4763	4763	none	game_F4763.swf	116721	37	2	0.17
4764	4764	none	game_F4764.swf	24595	4	2	0.17
4765	4765	none	game_F4765.swf	116062	37	2	0.17
4766	4766	none	game_F4766.swf	130142	38	2	0.17
4767	4767	none	game_F4767.swf	129413	38	2	0.17
4768	4768	none	game_F4768.swf	129481	40	2	0.17
4769	4769	none	game_F4769.swf	28573	4	2	0.17
4770	4770	none	game_F4770.swf	116712	37	2	0.17
4771	4771	none	game_F4771.swf	116721	37	2	0.17
4772	4772	none	game_F4772.swf	116770	37	2	0.17
4773	4773	none	game_F4773.swf	116090	37	2	0.17
4774	4774	none	game_F4774.swf	117961	39	2	0.17
4775	4775	none	game_F4775.swf	116055	39	2	0.17
4776	4776	none	game_F4776.swf	116716	37	2	0.17
4777	4777	none	game_F4777.swf	116062	37	2	0.17
4778	4778	none	game_F4778.swf	117905	39	2	0.17
4779	4779	none	game_F4779.swf	117923	39	2	0.17
4780	4780	none	game_F4780.swf	116713	37	2	0.17
4781	4781	none	game_F4781.swf	116785	37	2	0.17
4782	4782	none	game_F4782.swf	116735	37	2	0.17
4783	4783	none	game_F4783.swf	118072	41	2	0.17
4784	4784	none	game_F4784.swf	116773	37	2	0.17
4785	4785	none	game_F4785.swf	115987	37	2	0.17
4786	4786	none	game_F4786.swf	116058	37	2	0.17
4787	4787	none	game_F4787.swf	116709	37	2	0.17
4788	4788	none	game_F4788.swf	116712	37	2	0.17
4789	4789	none	game_F4789.swf	115983	37	2	0.17
4790	4790	none	game_F4790.swf	116054	37	2	0.17
4791	4791	none	game_F4791.swf	24591	4	2	0.17
4792	4792	none	game_F4792.swf	116766	37	2	0.17
4793	4793	none	game_F4793.swf	117919	39	2	0.17
4794	4794	none	game_F4794.swf	118068	41	2	0.17
4795	4795	none	game_F4795.swf	116051	39	2	0.17
4796	4799	none	game_F4796.swf	116718	37	5	0.42
4800	4800	none	game_F4800.swf	121896	39	2	0.17
4801	4801	none	game_F4801.swf	120028	39	2	0.17
4802	4802	none	game_F4802.swf	120694	37	2	0.17
4803	4803	none	game_F4803.swf	119960	37	2	0.17
4804	4804	none	game_F4804.swf	28568	4	2	0.17
4805	4805	none	game_F4805.swf	158513	47	2	0.17
4806	4806	none	game_F4806.swf	158001	49	2	0.17
4807	4807	none	game_F4807.swf	158471	55	2	0.17
4808	4808	none	game_F4808.swf	159711	49	2	0.17
4809	4809	none	game_F4809.swf	159780	49	2	0.17
4810	4810	none	game_F4810.swf	130201	38	2	0.17
4811	4811	none	game_F4811.swf	131503	42	2	0.17
4812	4812	none	game_F4812.swf	158467	55	2	0.17
4813	4813	none	game_F4813.swf	157930	49	2	0.17
4814	4814	none	game_F4814.swf	160401	57	2	0.17
4815	4819	none	game_F4815.swf	158729	49	6	0.50
4820	4820	none	game_F4820.swf	122497	21	2	0.17
4821	4821	none	game_F4821.swf	123691	23	2	0.17
4822	4822	none	game_F4822.swf	122682	21	2	0.17
4823	4823	none	game_F4823.swf	122694	21	2	0.17
4824	4824	none	game_F4824.swf	122485	21	2	0.17
4825	4825	none	game_F4825.swf	122023	21	2	0.17
4826	4826	none	game_F4826.swf	123676	23	2	0.17
4827	4827	none	game_F4827.swf	122565	21	2	0.17
4828	4828	none	game_F4828.swf	122561	21	2	0.17
4829	4829	none	game_F4829.swf	123746	23	2	0.17
4830	4831	none	game_F4830.swf	122562	25	3	0.25
4832	4832	none	game_F4832.swf	122154	20	2	0.17
4833	4833	none	game_F4833.swf	121957	20	2	0.17
4834	4834	none	game_F4834.swf	37498	4	2	0.17
4835	4835	none	game_F4835.swf	122037	20	2	0.17
4836	4836	none	game_F4836.swf	122155	20	2	0.17
4837	4837	none	game_F4837.swf	122167	20	2	0.17
4838	4838	none	game_F4838.swf	121958	20	2	0.17
4839	4839	none	game_F4839.swf	121985	20	2	0.17
4840	4840	none	game_F4840.swf	121963	20	2	0.17
4841	4841	none	game_F4841.swf	121506	20	2	0.17
4842	4845	none	game_F4842.swf	121997	20	5	0.42
4846	4846	none	game_F4846.swf	109061	20	2	0.17
4847	4849	none	game_F4847.swf	110263	22	4	0.33
4850	4850	none	game_F4850.swf	108587	20	2	0.17
4851	4851	none	game_F4851.swf	109129	20	2	0.17
4852	4852	none	game_F4852.swf	109246	20	2	0.17
4853	4853	none	game_F4853.swf	109076	20	2	0.17
4854	4854	none	game_F4854.swf	110255	22	2	0.17
4855	4855	none	game_F4855.swf	109049	20	2	0.17
4856	4856	none	game_F4856.swf	110240	22	2	0.17
4857	4857	none	game_F4857.swf	109776	22	2	0.17
4858	4858	none	game_F4858.swf	109258	20	2	0.17
4859	4859	none	game_F4859.swf	110310	22	2	0.17
4860	4860	none	game_F4860.swf	109251	20	2	0.17
4861	4861	none	game_F4861.swf	109134	20	2	0.17
4862	4862	none	game_F4862.swf	109054	20	2	0.17
4863	4863	none	game_F4863.swf	109263	20	2	0.17
4864	4864	none	game_F4864.swf	109131	20	2	0.17
4865	4865	none	game_F4865.swf	109131	20	2	0.17
4866	4866	none	game_F4866.swf	110315	22	2	0.17
4867	4867	none	game_F4867.swf	110315	22	2	0.17
4868	4868	none	game_F4868.swf	110245	22	2	0.17
4869	4869	none	game_F4869.swf	110260	22	2	0.17
4870	4870	none	game_F4870.swf	122043	20	2	0.17
4871	4871	none	game_F4871.swf	122160	20	2	0.17
4872	4872	none	game_F4872.swf	122172	20	2	0.17
4873	4875	none	game_F4873.swf	122047	20	4	0.33
4876	4876	none	game_F4876.swf	109781	22	2	0.17
4877	4877	none	game_F4877.swf	109082	20	2	0.17
4878	4878	none	game_F4878.swf	109081	20	2	0.17
4879	4879	none	game_F4879.swf	24595	4	2	0.17
4880	4880	none	game_F4880.swf	127118	38	2	0.17
4881	4881	none	game_F4881.swf	127175	38	2	0.17
4882	4882	none	game_F4882.swf	127126	38	2	0.17
4883	4883	none	game_F4883.swf	126467	38	2	0.17
4884	4884	none	game_F4884.swf	126463	38	2	0.17
4885	4885	none	game_F4885.swf	126392	38	2	0.17
4886	4886	none	game_F4886.swf	128328	40	2	0.17
4887	4887	none	game_F4887.swf	120727	50	2	0.17
4888	4888	none	game_F4888.swf	118678	46	2	0.17
4889	5011	none	game_F4889.swf	119079	49	124	10.33
5012	5265	stop	game_F5012.swf	283908	79	255	21.25
5266	5266	stop	game_F5266.swf	33018	6	2	0.17
5267	5899	none	game_F5267.swf	1805	1	634	52.83
5900	5900	stop	game_F5900.swf	46236	11	2	0.17
5901	5901	stop	game_F5901.swf	42922	11	2	0.17
5902	5902	stop	game_F5902.swf	60666	11	2	0.17
5903	5903	stop	game_F5903.swf	46234	11	2	0.17
5904	5904	stop	game_F5904.swf	42910	11	2	0.17
5905	5905	stop	game_F5905.swf	61765	11	2	0.17
5906	5906	stop	game_F5906.swf	61373	11	2	0.17
5907	5907	none	game_F5907.swf	541	1	2	0.17
5908	5909	none	game_F5908.swf	543	1	3	0.25
5910	5910	none	game_F5910.swf	34811	6	2	0.17
5911	5911	none	game_F5911.swf	57991	6	2	0.17
5912	5912	none	game_F5912.swf	25548	6	2	0.17
5913	5913	none	game_F5913.swf	34090	6	2	0.17
5914	5914	none	game_F5914.swf	28018	6	2	0.17
5915	5915	none	game_F5915.swf	30309	6	2	0.17
5916	5916	none	game_F5916.swf	34374	6	2	0.17
5917	5917	none	game_F5917.swf	20370	6	2	0.17
5918	5918	none	game_F5918.swf	35061	6	2	0.17
5919	5919	none	game_F5919.swf	31288	6	2	0.17
5920	5920	none	game_F5920.swf	30981	6	2	0.17
5921	5921	none	game_F5921.swf	27433	6	2	0.17
5922	5929	none	game_F5922.swf	27194	6	9	0.75
5930	5931	none	game_F5930.swf	26791	6	3	0.25
5932	5999	none	game_F5932.swf	26935	6	69	5.75
6000	6039	stop	game_F6000.swf	33961	8	41	3.42
6040	6079	stop	game_F6040.swf	15053	15	41	3.42
6080	6119	stop	game_F6080.swf	93223	15	41	3.42
6120	6219	stop	game_F6120.swf	36541	4	101	8.42
6220	6249	none	game_F6220.swf	35871	4	31	2.58
6250	6250	stop	game_F6250.swf	35349	4	2	0.17
6251	6269	stop	game_F6251.swf	30498	4	20	1.67
6270	6279	stop	game_F6270.swf	24705	4	11	0.92
6280	6289	stop	game_F6280.swf	24705	4	11	0.92
6290	6299	none	game_F6290.swf	559	1	11	0.92
6300	6339	stop	game_F6300.swf	123596	48	41	3.42
6340	6379	stop	game_F6340.swf	469368	72	41	3.42
6380	6399	stop	game_F6380.swf	46055	7	21	1.75
6400	6409	stop	game_F6400.swf	53501	7	11	0.92
6410	6439	stop	game_F6410.swf	467196	72	31	2.58
6440	6449	stop	game_F6440.swf	28045	4	11	0.92
6450	6459	none	game_F6450.swf	34778	16	11	0.92
6460	6474	stop	game_F6460.swf	35293	16	16	1.33
6475	6479	none	game_F6475.swf	549	1	6	0.50
6480	6489	stop	game_F6480.swf	63678	7	11	0.92
6490	6499	stop	game_F6490.swf	35903	17	11	0.92
6500	6999	none	game_F6500.swf	1539	1	501	41.75
7000	7039	stop	game_F7000.swf	86339	9	41	3.42
7040	7049	none	game_F7040.swf	559	1	11	0.92
7050	7089	stop	game_F7050.swf	86301	9	41	3.42
7090	7099	none	game_F7090.swf	559	1	11	0.92
7100	7139	stop	game_F7100.swf	86271	9	41	3.42
7140	7149	none	game_F7140.swf	559	1	11	0.92
7150	7189	stop	game_F7150.swf	86252	9	41	3.42
7190	7199	none	game_F7190.swf	559	1	11	0.92
7200	7239	stop	game_F7200.swf	86252	9	41	3.42
7240	7249	none	game_F7240.swf	559	1	11	0.92
7250	7299	none	game_F7250.swf	35173	6	51	4.25
7300	7322	stop	game_F7300.swf	34509	6	24	2.00
7323	7349	none	game_F7323.swf	593	1	28	2.33
7350	7359	stop	game_F7350.swf	17780	4	11	0.92
7360	7369	stop	game_F7360.swf	16450	4	11	0.92
7370	7399	none	game_F7370.swf	599	1	31	2.58
7400	7410	stop	game_F7400.swf	17801	4	12	1.00
7411	7419	none	game_F7411.swf	557	1	10	0.83
7420	7434	stop	game_F7420.swf	21399	4	16	1.33
7435	7439	none	game_F7435.swf	549	1	6	0.50
7440	7459	stop	game_F7440.swf	28377	4	21	1.75
7460	7469	stop	game_F7460.swf	36101	17	11	0.92
7470	7489	stop	game_F7470.swf	49720	7	21	1.75
7490	7519	none	game_F7490.swf	30947	3	31	2.58
7520	7539	stop	game_F7520.swf	22716	4	21	1.75
7540	7584	stop	game_F7540.swf	48163	8	46	3.83
7585	7589	none	game_F7585.swf	549	1	6	0.50
7590	7618	stop	game_F7590.swf	1117	3	30	2.50
7619	7693	none	game_F7619.swf	25887	61	76	6.33
7694	7696	stop	game_F7694.swf	470150	74	4	0.33
7697	7699	stop	game_F7697.swf	712037	101	4	0.33
7700	7702	stop	game_F7700.swf	607342	87	4	0.33
7703	7705	stop	game_F7703.swf	613328	85	4	0.33
7706	7708	stop	game_F7706.swf	606860	85	4	0.33
7709	7711	stop	game_F7709.swf	576785	79	4	0.33
7712	7714	stop	game_F7712.swf	577840	82	4	0.33
7715	7717	stop	game_F7715.swf	878808	176	4	0.33
7718	7720	stop	game_F7718.swf	478402	72	4	0.33
7721	7723	stop	game_F7721.swf	478414	72	4	0.33
7724	7726	stop	game_F7724.swf	707929	123	4	0.33
7727	7729	stop	game_F7727.swf	478407	72	4	0.33
7730	7732	stop	game_F7730.swf	478411	72	4	0.33
7733	7735	stop	game_F7733.swf	507553	75	4	0.33
7736	7738	stop	game_F7736.swf	578215	82	4	0.33
7739	7741	stop	game_F7739.swf	470152	74	4	0.33
7742	7744	stop	game_F7742.swf	470184	72	4	0.33
7745	7747	stop	game_F7745.swf	599946	85	4	0.33
7748	7750	stop	game_F7748.swf	478514	72	4	0.33
7751	7753	stop	game_F7751.swf	487214	72	4	0.33
7754	7756	stop	game_F7754.swf	578218	82	4	0.33
7757	7759	stop	game_F7757.swf	606864	85	4	0.33
